,EMD_CD,EMD_KOR_NM,SIG_KOR_NM,약국명,경도,위도,geometry
67,11500103,화곡동,강서구,강서메디칼약국,126.844138758277,37.5424936410225,POINT (942060.9150786991 1949442.768658606)
68,11500105,마곡동,강서구,강서보건약국,126.823834713895,37.5672925088315,POINT (940287.0167307996 1952206.8015072562)
69,11500102,등촌동,강서구,강서약국,126.863203039524,37.5367139277952,POINT (943740.7381945801 1948789.9602576138)
70,11500103,화곡동,강서구,강서연세약국,126.85201111111112,37.55448333333333,POINT (942765.5387952889 1950768.1478245337)
71,11500104,가양동,강서구,강서자이온누리약국,126.8476432977,37.565702492,POINT (942388.3812509023 1952015.5330643367)
72,11500106,내발산동,강서구,강서종로약국,126.83603782185304,37.54866066254394,POINT (941350.0982832017 1950131.994389509)
73,11470103,신월동,양천구,강약국,126.83360383473784,37.540049266802406,POINT (941128.3222097877 1949178.1206877674)
74,11740109,천호동,강동구,강약국,127.12766085603596,37.54307984328441,POINT (967107.7722303056 1949370.8570549083)
75,11410118,홍은동,서대문구,강약국,126.9422850004958,37.59212454353739,POINT (950763.9564242791 1954893.1281725238)
76,11590105,흑석동,동작구,강약국,126.9622651378914,37.50727658264414,POINT (952474.006197383 1945469.3972765075)
77,11290133,정릉동,성북구,강원약국,127.01300955831915,37.60248852498065,POINT (957013.6470412882 1956008.2395122491)
78,11620102,신림동,관악구,강원약국,126.93757308577337,37.46912465885686,POINT (950266.3718151423 1941249.4344697678)
79,11740110,강일동,강동구,강일수약국,127.174852988118,37.5722001938647,POINT (971287.8865707994 1952586.1280623155)
80,11740110,강일동,강동구,강일약국,127.1771641935715,37.5666008887246,POINT (971489.8439766102 1951964.2127626142)
81,11740110,강일동,강동구,강일윤약국,127.175179201458,37.5722862056733,POINT (971316.7259138358 1952595.5709660053)
82,11680101,역삼동,강남구,개나리봄약국,127.0484199573,37.4992357232,POINT (960084.2917327347 1944537.2879805753)
83,11710107,가락동,송파구,개롱약국,127.13421559367087,37.49795484707022,POINT (967667.3500360606 1944362.253891211)
84,11290138,장위동,성북구,개미약국,127.0496106336177,37.61680454698578,POINT (960252.0394282531 1957580.4126563407)
85,11530107,개봉동,구로구,개봉지예당약국,126.8478204819149,37.50222853957776,POINT (942355.192022868 1944973.2971219772)
