"동별(1)",동별(2),동별(3),2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"합계",마포구,염리동,13063,0.43,30379,13486,0.43,31363,12864,0.44,29236,-,-,-
"합계",마포구,신수동,21806,0.78,27956,23877,0.78,30612,23606,0.78,30264,-,-,-
"합계",마포구,서교동,26264,1.65,15918,25997,1.65,15756,26981,1.65,16352,-,-,-
"합계",마포구,합정동,19535,1.72,11358,19153,1.72,11135,18576,1.72,10800,-,-,-
"합계",마포구,망원1동,22125,1.13,19580,21856,1.13,19342,21113,1.13,18684,-,-,-
"합계",마포구,망원2동,19641,0.67,29315,19386,0.67,28934,19216,0.67,28681,-,-,-
"합계",마포구,연남동,17393,0.64,27177,16953,0.64,26489,16682,0.64,26066,-,-,-
"합계",마포구,성산1동,20443,0.80,25554,20164,0.80,25205,19679,0.80,24599,-,-,-
"합계",마포구,성산2동,41743,2.07,20166,41531,2.07,20063,40669,2.07,19647,-,-,-
"합계",마포구,상암동,33550,8.40,3994,32882,8.40,3915,31997,8.40,3809,-,-,-
"합계",마포구,도화동,22845,0.62,36847,22594,0.62,36442,21998,0.62,35481,-,-,-
"합계",마포구,서강동,25622,1.45,17670,26163,1.45,18043,25386,1.45,17508,-,-,-
"합계",마포구,공덕동,40506,1.01,40105,40509,1.01,40108,38750,1.01,38366,-,-,-
"합계",마포구,아현동,25515,0.76,33572,25358,0.76,33366,26221,0.76,34501,-,-,-
"합계",양천구,소계,468145,17.41,26894,462285,17.41,26559,457781,17.41,26301,450487,17.41,25882
"합계",양천구,목1동,32458,1.41,23020,32173,1.41,22818,31727,1.41,22501,-,-,-
"합계",양천구,목2동,31754,1.03,30829,31477,1.03,30560,30705,1.03,29811,-,-,-
"합계",양천구,목3동,23231,0.53,43832,23095,0.53,43575,22643,0.53,42723,-,-,-
"합계",양천구,목4동,27289,0.57,47875,26909,0.57,47209,26190,0.57,45947,-,-,-
"합계",양천구,신월1동,22379,0.65,34429,21773,0.65,33497,21246,0.65,32686,-,-,-
"합계",양천구,신월2동,22853,0.61,37464,22126,0.61,36272,21520,0.61,35279,-,-,-
"합계",양천구,신월3동,17186,0.87,19754,16719,0.87,19217,15965,0.87,18351,-,-,-
"합계",양천구,신월4동,19335,0.52,37183,19026,0.52,36588,18487,0.52,35552,-,-,-
"합계",양천구,신월5동,15759,0.69,22839,15570,0.69,22565,15189,0.69,22013,-,-,-
"합계",양천구,신월6동,6815,0.41,16622,6615,0.41,16134,13798,0.41,33654,-,-,-
"합계",양천구,신월7동,22347,1.19,18779,21602,1.19,18153,20651,1.19,17354,-,-,-
"합계",양천구,신정1동,21677,0.70,30967,21627,0.70,30896,21074,0.70,30106,-,-,-
"합계",양천구,신정2동,20987,0.52,40360,20685,0.52,39779,20207,0.52,38860,-,-,-
"합계",양천구,신정3동,48799,2.72,17941,48151,2.72,17703,46787,2.72,17201,-,-,-
"합계",양천구,신정6동,25500,0.96,26563,25304,0.96,26358,25038,0.96,26081,-,-,-
"합계",양천구,신정7동,30193,1.21,24953,30904,1.21,25540,30075,1.21,24855,-,-,-
